Mass [m/z],Polarity,Start [min],End [min],nCE,CS [z],Comment
443.295258,Positive,61.102210,66.102210, ,2,MH+885.583239-Scan#20713
676.877502,Positive,61.120908,66.120908, ,2,MH+1352.747728-Scan#20722
546.804443,Positive,61.136454,66.136454, ,2,MH+1092.601610-Scan#20729
538.806763,Positive,61.143036,66.143036, ,2,MH+1076.606249-Scan#20731
625.854187,Positive,61.174058,66.174058, ,2,MH+1250.701097-Scan#20745
565.786621,Positive,61.181956,66.181956, ,2,MH+1130.565966-Scan#20747
776.951233,Positive,61.188077,66.188077, ,2,MH+1552.895189-Scan#20751
418.230072,Positive,61.206716,66.206716, ,2,MH+835.452867-Scan#20760
641.706909,Positive,61.240871,66.240871, ,3,MH+1923.106174-Scan#20775
508.807037,Positive,61.247072,66.247072, ,2,MH+1016.606798-Scan#20779
837.950989,Positive,61.264728,66.264728, ,2,MH+1674.894701-Scan#20784
669.866882,Positive,61.267812,66.267812, ,2,MH+1338.726488-Scan#20786
579.342346,Positive,61.269341,66.269341, ,2,MH+1157.677416-Scan#20787
645.885376,Positive,61.373834,66.373834, ,2,MH+1290.763475-Scan#20832
642.831848,Positive,61.403989,66.403989, ,2,MH+1284.656420-Scan#20843
478.743500,Positive,61.439792,66.439792, ,2,MH+956.479723-Scan#20860
431.758728,Positive,61.441317,66.441317, ,2,MH+862.510179-Scan#20861
521.820251,Positive,61.444386,66.444386, ,2,MH+1042.633226-Scan#20863
780.897278,Positive,61.513688,66.513688, ,2,MH+1560.787279-Scan#20890
1017.999390,Positive,61.555675,66.555675, ,2,MH+2034.991503-Scan#20911
485.259155,Positive,61.561860,66.561860, ,2,MH+969.511034-Scan#20915
500.752014,Positive,61.582033,66.582033, ,2,MH+1000.496752-Scan#20925
567.262573,Positive,61.591752,66.591752, ,3,MH+1699.773166-Scan#20929
847.933411,Positive,61.593327,66.593327, ,2,MH+1694.859545-Scan#20930
709.878662,Positive,61.594873,66.594873, ,2,MH+1418.750048-Scan#20931
594.318481,Positive,61.597939,66.597939, ,2,MH+1187.629686-Scan#20933
460.761566,Positive,61.615039,66.615039, ,2,MH+920.515856-Scan#20941
618.831116,Positive,61.655131,66.655131, ,2,MH+1236.654955-Scan#20959
588.816406,Positive,61.672185,66.672185, ,2,MH+1176.625536-Scan#20967
564.816406,Positive,61.691154,66.691154, ,2,MH+1128.625536-Scan#20974
528.818237,Positive,61.694208,66.694208, ,2,MH+1056.629198-Scan#20976
634.887146,Positive,61.749841,66.749841, ,2,MH+1268.767015-Scan#20999
881.959229,Positive,61.752932,66.752932, ,2,MH+1762.911180-Scan#21001
675.914307,Positive,61.757560,66.757560, ,2,MH+1350.821337-Scan#21004
649.643982,Positive,61.760645,66.760645, ,3,MH+1946.917393-Scan#21006
669.880066,Positive,61.793876,66.793876, ,2,MH+1338.752855-Scan#21022
723.382935,Positive,61.798526,66.798526, ,2,MH+1445.758593-Scan#21025
627.831543,Positive,61.806257,66.806257, ,2,MH+1254.655809-Scan#21030
603.353210,Positive,61.815680,66.815680, ,2,MH+1205.699144-Scan#21033
810.890015,Positive,61.818784,66.818784, ,2,MH+1620.772753-Scan#21035
718.386719,Positive,61.843651,66.843651, ,2,MH+1435.766161-Scan#21048
643.800171,Positive,61.863722,66.863722, ,2,MH+1286.593065-Scan#21058
608.807800,Positive,61.866790,66.866790, ,2,MH+1216.608324-Scan#21060
655.327881,Positive,61.883338,66.883338, ,2,MH+1309.648485-Scan#21068
651.379578,Positive,61.884880,66.884880, ,2,MH+1301.751879-Scan#21069
471.945160,Positive,61.890999,66.890999, ,3,MH+1413.820926-Scan#21073
444.275391,Positive,61.901951,66.901951, ,2,MH+887.543505-Scan#21077
523.799316,Positive,61.926659,66.926659, ,2,MH+1046.591356-Scan#21090
466.751312,Positive,61.936602,66.936602, ,2,MH+932.495348-Scan#21094
658.317993,Positive,62.036204,67.036204, ,2,MH+1315.628710-Scan#21139
725.874084,Positive,62.137170,67.137170, ,2,MH+1450.740892-Scan#21185
552.827148,Positive,62.157279,67.157279, ,2,MH+1104.647020-Scan#21196
415.271057,Positive,62.172872,67.172872, ,2,MH+829.534838-Scan#21204
524.625732,Positive,62.189745,67.189745, ,3,MH+1571.862644-Scan#21210
553.308960,Positive,62.331124,67.331124, ,2,MH+1105.610643-Scan#21276
980.972778,Positive,62.403792,67.403792, ,2,MH+1960.938280-Scan#21302
654.346252,Positive,62.417838,67.417838, ,2,MH+1307.685228-Scan#21308
600.344482,Positive,62.419363,67.419363, ,2,MH+1199.681688-Scan#21309
718.358582,Positive,62.422465,67.422465, ,3,MH+2153.061191-Scan#21311
682.861267,Positive,62.472583,67.472583, ,2,MH+1364.715258-Scan#21329
590.878235,Positive,62.474125,67.474125, ,2,MH+1180.749193-Scan#21330
618.344604,Positive,62.511614,67.511614, ,2,MH+1235.681932-Scan#21349
517.308044,Positive,62.513139,67.513139, ,3,MH+1549.909580-Scan#21350
546.283875,Positive,62.551667,67.551667, ,2,MH+1091.560472-Scan#21367
652.371460,Positive,62.561106,67.561106, ,2,MH+1303.735643-Scan#21370
785.094727,Positive,62.565685,67.565685, ,3,MH+2353.269626-Scan#21373
494.782562,Positive,62.602479,67.602479, ,2,MH+988.557848-Scan#21391
572.324951,Positive,62.628389,67.628389, ,2,MH+1143.642626-Scan#21402
450.290680,Positive,62.636688,67.636688, ,2,MH+899.574083-Scan#21405
586.330139,Positive,62.639739,67.639739, ,3,MH+1756.975864-Scan#21407
446.769348,Positive,62.648926,67.648926, ,2,MH+892.531420-Scan#21413
543.283630,Positive,62.659775,67.659775, ,2,MH+1085.559984-Scan#21416
568.325317,Positive,62.668962,67.668962, ,2,MH+1135.643358-Scan#21422
642.373962,Positive,62.687809,67.687809, ,2,MH+1283.740648-Scan#21432
616.296143,Positive,62.689351,67.689351, ,2,MH+1231.585009-Scan#21433
738.381897,Positive,62.719824,67.719824, ,3,MH+2213.131138-Scan#21447
780.924622,Positive,62.721365,67.721365, ,2,MH+1560.841967-Scan#21448
593.357971,Positive,62.751409,67.751409, ,2,MH+1185.708666-Scan#21462
1017.039856,Positive,62.775530,67.775530, ,2,MH+2033.072435-Scan#21475
691.327759,Positive,62.800488,67.800488, ,2,MH+1381.648241-Scan#21488
511.755035,Positive,62.805103,67.805103, ,2,MH+1022.502794-Scan#21491
458.769714,Positive,62.813560,67.813560, ,2,MH+916.532152-Scan#21494
445.761902,Positive,62.815084,67.815084, ,2,MH+890.516527-Scan#21495
438.784882,Positive,62.816611,67.816611, ,2,MH+876.562487-Scan#21496
627.386902,Positive,62.834434,67.834434, ,2,MH+1253.766527-Scan#21505
618.671448,Positive,62.835961,67.835961, ,3,MH+1853.999790-Scan#21506
614.818298,Positive,62.837507,67.837507, ,2,MH+1228.629320-Scan#21507
567.815369,Positive,62.843642,67.843642, ,2,MH+1134.623461-Scan#21511
541.291321,Positive,62.846692,67.846692, ,2,MH+1081.575365-Scan#21513
678.361084,Positive,62.863817,67.863817, ,3,MH+2033.068699-Scan#21521
436.609619,Positive,62.877818,67.877818, ,3,MH+1307.814304-Scan#21527
791.949524,Positive,62.896687,67.896687, ,2,MH+1582.891771-Scan#21534
608.352173,Positive,62.926215,67.926215, ,2,MH+1215.697069-Scan#21550
665.338501,Positive,62.932350,67.932350, ,2,MH+1329.669725-Scan#21554
830.458923,Positive,62.959152,67.959152, ,2,MH+1659.910570-Scan#21566
613.834900,Positive,63.008741,68.008741, ,2,MH+1226.662523-Scan#21584
566.962341,Positive,63.052906,68.052906, ,3,MH+1698.872471-Scan#21600
579.862671,Positive,63.206630,68.206630, ,2,MH+1158.718065-Scan#21647
586.330017,Positive,63.316720,68.316720, ,3,MH+1756.975498-Scan#21673
881.952271,Positive,63.380627,68.380627, ,2,MH+1762.897264-Scan#21687
1085.572754,Positive,63.439125,68.439125, ,2,MH+2170.138231-Scan#21713
724.416443,Positive,63.443821,68.443821, ,2,MH+1447.825609-Scan#21716
501.811310,Positive,63.456439,68.456439, ,2,MH+1002.615343-Scan#21722
696.381470,Positive,63.471887,68.471887, ,2,MH+1391.755663-Scan#21726
559.320679,Positive,63.499821,68.499821, ,2,MH+1117.634081-Scan#21740
627.387390,Positive,63.510765,68.510765, ,2,MH+1253.767504-Scan#21744
776.362854,Positive,63.537129,68.537129, ,4,MH+3102.429586-Scan#21758
536.263367,Positive,63.546333,68.546333, ,2,MH+1071.519457-Scan#21764
1034.814331,Positive,63.555481,68.555481, ,3,MH+3102.428440-Scan#21767
1009.987169,Positive,63.562921,68.562921, ,4,MH+4036.926847-Scan#21769
956.191162,Positive,63.614753,68.614753, ,3,MH+2866.558933-Scan#21788
878.991150,Positive,63.616314,68.616314, ,2,MH+1756.975023-Scan#21789
446.289490,Positive,63.638705,68.638705, ,2,MH+891.571703-Scan#21801
538.654541,Positive,63.644932,68.644932, ,3,MH+1613.949070-Scan#21805
875.988892,Positive,63.659430,68.659430, ,2,MH+1750.970507-Scan#21812
500.317169,Positive,63.660961,68.660961, ,2,MH+999.627062-Scan#21813
935.493958,Positive,63.696099,68.696099, ,2,MH+1869.980638-Scan#21830
894.984314,Positive,63.697674,68.697674, ,2,MH+1788.961351-Scan#21831
649.364136,Positive,63.714884,68.714884, ,2,MH+1297.720995-Scan#21839
705.358704,Positive,63.721090,68.721090, ,3,MH+2114.061558-Scan#21843
573.833557,Positive,63.742863,68.742863, ,2,MH+1146.659838-Scan#21855
555.294800,Positive,63.744122,68.744122, ,2,MH+1109.582323-Scan#21856
545.959839,Positive,63.753549,68.753549, ,3,MH+1635.864963-Scan#21859
520.303955,Positive,63.755074,68.755074, ,2,MH+1039.600634-Scan#21860
495.781799,Positive,63.756598,68.756598, ,2,MH+990.556322-Scan#21861
765.869507,Positive,63.758140,68.758140, ,2,MH+1530.731737-Scan#21862
552.823547,Positive,63.759667,68.759667, ,2,MH+1104.639818-Scan#21863
524.796570,Positive,63.761192,68.761192, ,2,MH+1048.585863-Scan#21864
470.816284,Positive,63.764244,68.764244, ,2,MH+940.625292-Scan#21866
526.269409,Positive,63.781494,68.781494, ,2,MH+1051.531542-Scan#21875
479.313446,Positive,63.784546,68.784546, ,2,MH+957.619615-Scan#21877
450.771729,Positive,63.794026,68.794026, ,2,MH+900.536180-Scan#21881
433.590088,Positive,63.795540,68.795540, ,3,MH+1298.755710-Scan#21882
508.275421,Positive,63.806313,68.806313, ,2,MH+1015.543566-Scan#21889
787.419312,Positive,63.812911,68.812911, ,2,MH+1573.831346-Scan#21891
824.416504,Positive,63.817552,68.817552, ,2,MH+1647.825731-Scan#21894
610.856628,Positive,63.854908,68.854908, ,2,MH+1220.705980-Scan#21912
573.799133,Positive,63.876575,68.876575, ,2,MH+1146.590990-Scan#21920
552.336182,Positive,63.953131,68.953131, ,2,MH+1103.665087-Scan#21953
470.271912,Positive,63.971189,68.971189, ,2,MH+939.536547-Scan#21959
586.330017,Positive,63.986685,68.986685, ,3,MH+1756.975498-Scan#21963
632.852905,Positive,64.004295,69.004295, ,2,MH+1264.698534-Scan#21968
728.928162,Positive,64.109726,69.109726, ,2,MH+1456.849047-Scan#21997
844.459900,Positive,64.281374,69.281374, ,2,MH+1687.912523-Scan#22057
982.510803,Positive,64.335937,69.335937, ,3,MH+2945.517856-Scan#22078
767.417175,Positive,64.353253,69.353253, ,2,MH+1533.827074-Scan#22087
774.928345,Positive,64.357881,69.357881, ,2,MH+1548.849413-Scan#22090
676.358093,Positive,64.362533,69.362533, ,2,MH+1351.708910-Scan#22093
686.405579,Positive,64.388729,69.388729, ,2,MH+1371.803881-Scan#22105
777.349731,Positive,64.409400,69.409400, ,3,MH+2330.034641-Scan#22113
683.703735,Positive,64.415575,69.415575, ,3,MH+2049.096653-Scan#22117
555.295105,Positive,64.434260,69.434260, ,2,MH+1109.582933-Scan#22126
520.303711,Positive,64.446752,69.446752, ,2,MH+1039.600145-Scan#22131
480.287354,Positive,64.448279,69.448279, ,3,MH+1438.847507-Scan#22132
478.269409,Positive,64.471964,69.471964, ,2,MH+955.531542-Scan#22143
549.780640,Positive,64.480043,69.480043, ,2,MH+1098.554003-Scan#22146
750.758484,Positive,64.489343,69.489343, ,3,MH+2250.260898-Scan#22152
732.086975,Positive,64.490885,69.490885, ,3,MH+2194.246372-Scan#22153
528.278198,Positive,64.500302,69.500302, ,2,MH+1055.549120-Scan#22156
511.291382,Positive,64.503351,69.503351, ,2,MH+1021.575487-Scan#22158
742.366821,Positive,64.509541,69.509541, ,2,MH+1483.726366-Scan#22162
494.288025,Positive,64.526730,69.526730, ,2,MH+987.568773-Scan#22171
609.826416,Positive,64.537658,69.537658, ,2,MH+1218.645555-Scan#22176
702.883484,Positive,64.571551,69.571551, ,2,MH+1404.759691-Scan#22193
780.910217,Positive,64.604472,69.604472, ,2,MH+1560.813158-Scan#22210
468.771942,Positive,64.623763,69.623763, ,2,MH+936.536608-Scan#22220
586.330017,Positive,64.661207,69.661207, ,3,MH+1756.975498-Scan#22235
572.343628,Positive,64.662732,69.662732, ,2,MH+1143.679979-Scan#22236
523.262634,Positive,64.664257,69.664257, ,2,MH+1045.517992-Scan#22237
593.661438,Positive,64.681280,69.681280, ,3,MH+1778.969761-Scan#22244
505.280914,Positive,64.685857,69.685857, ,2,MH+1009.554552-Scan#22247
617.664426,Positive,64.706876,69.706876, ,3,MH+1850.978724-Scan#22255
573.808228,Positive,64.765921,69.765921, ,2,MH+1146.609178-Scan#22278
627.315735,Positive,64.787779,69.787779, ,2,MH+1253.624193-Scan#22286
577.807373,Positive,64.795678,69.795678, ,2,MH+1154.607469-Scan#22288
498.331879,Positive,64.801690,69.801690, ,2,MH+995.656481-Scan#22291
467.253845,Positive,64.835377,69.835377, ,3,MH+1399.746982-Scan#22300
808.426575,Positive,64.982131,69.982131, ,2,MH+1615.845873-Scan#22351
895.951721,Positive,65.020178,70.020178, ,2,MH+1790.896166-Scan#22367
628.850403,Positive,65.043501,70.043501, ,2,MH+1256.693529-Scan#22379
565.336243,Positive,65.088642,70.088642, ,2,MH+1129.665209-Scan#22399
765.408569,Positive,65.121547,70.121547, ,2,MH+1529.809862-Scan#22407
554.778564,Positive,65.124630,70.124630, ,2,MH+1108.549852-Scan#22409
829.427612,Positive,65.176590,70.176590, ,2,MH+1657.847948-Scan#22427
781.348877,Positive,65.178132,70.178132, ,2,MH+1561.690477-Scan#22428
890.448914,Positive,65.200769,70.200769, ,2,MH+1779.890551-Scan#22434
616.823059,Positive,65.227171,70.227171, ,2,MH+1232.638842-Scan#22448
482.769684,Positive,65.233945,70.233945, ,2,MH+964.532091-Scan#22450
655.850525,Positive,65.267371,70.267371, ,2,MH+1310.693773-Scan#22465
553.286743,Positive,65.284683,70.284683, ,3,MH+1657.845676-Scan#22470
598.329224,Positive,65.319412,70.319412, ,3,MH+1792.973118-Scan#22480
853.934021,Positive,65.330441,70.330441, ,2,MH+1706.860765-Scan#22484
677.892700,Positive,65.339883,70.339883, ,2,MH+1354.778124-Scan#22487
780.910767,Positive,65.342983,70.342983, ,2,MH+1560.814257-Scan#22489
723.356995,Positive,65.365704,70.365704, ,3,MH+2168.056431-Scan#22501
543.306946,Positive,65.405302,70.405302, ,2,MH+1085.606615-Scan#22521
864.486938,Positive,65.432685,70.432685, ,2,MH+1727.966600-Scan#22530
499.750183,Positive,65.456041,70.456041, ,2,MH+998.493090-Scan#22542
589.841858,Positive,65.463939,70.463939, ,2,MH+1178.676439-Scan#22544
669.829834,Positive,65.513558,70.513558, ,2,MH+1338.652391-Scan#22557
839.139099,Positive,65.624140,70.624140, ,3,MH+2515.402744-Scan#22583
556.821228,Positive,65.627194,70.627194, ,2,MH+1112.635179-Scan#22585
661.329346,Positive,65.713929,70.713929, ,3,MH+1981.973484-Scan#22611
645.878906,Positive,65.732587,70.732587, ,2,MH+1290.750536-Scan#22620
605.823853,Positive,65.763727,70.763727, ,2,MH+1210.640428-Scan#22630
713.916138,Positive,65.783490,70.783490, ,2,MH+1426.824999-Scan#22637
1021.005249,Positive,65.918921,70.918921, ,2,MH+2041.003221-Scan#22679
470.816803,Positive,65.953664,70.953664, ,2,MH+940.626329-Scan#22694
784.912720,Positive,65.989803,70.989803, ,2,MH+1568.818163-Scan#22707
454.258484,Positive,65.994697,70.994697, ,2,MH+907.509691-Scan#22710
863.772522,Positive,66.010793,71.010793, ,3,MH+2589.303013-Scan#22714
504.760010,Positive,66.012320,71.012320, ,2,MH+1008.512743-Scan#22715
601.354309,Positive,66.024889,71.024889, ,2,MH+1201.701342-Scan#22720
952.505920,Positive,66.044045,71.044045, ,2,MH+1904.004564-Scan#22726
780.910400,Positive,66.048674,71.048674, ,2,MH+1560.813524-Scan#22729
734.388306,Positive,66.050215,71.050215, ,2,MH+1467.769335-Scan#22730
592.857605,Positive,66.078519,71.078519, ,2,MH+1184.707933-Scan#22742
678.859863,Positive,66.113838,71.113838, ,2,MH+1356.712450-Scan#22760
694.885193,Positive,66.130952,71.130952, ,2,MH+1388.763109-Scan#22769
812.480408,Positive,66.155742,71.155742, ,2,MH+1623.953539-Scan#22780
551.820740,Positive,66.203199,71.203199, ,2,MH+1102.634203-Scan#22800
453.256287,Positive,66.251925,71.251925, ,2,MH+905.505297-Scan#22824
694.852966,Positive,66.327104,71.327104, ,2,MH+1388.698656-Scan#22854
667.336914,Positive,66.363260,71.363260, ,3,MH+1999.996189-Scan#22872
723.889221,Positive,66.396158,71.396158, ,2,MH+1446.771166-Scan#22888
910.453430,Positive,66.402393,71.402393, ,2,MH+1819.899584-Scan#22892
669.356018,Positive,66.407018,71.407018, ,2,MH+1337.704760-Scan#22895
623.847229,Positive,66.416464,71.416464, ,2,MH+1246.687181-Scan#22898
599.355408,Positive,66.419530,71.419530, ,2,MH+1197.703539-Scan#22900
506.814850,Positive,66.421055,71.421055, ,2,MH+1012.622423-Scan#22901
516.314087,Positive,66.428416,71.428416, ,2,MH+1031.620897-Scan#22903
492.753784,Positive,66.429941,71.429941, ,2,MH+984.500292-Scan#22904
664.879456,Positive,66.440768,71.440768, ,2,MH+1328.751635-Scan#22911
618.322998,Positive,66.442309,71.442309, ,2,MH+1235.638719-Scan#22912
556.349487,Positive,66.452407,71.452407, ,2,MH+1111.691698-Scan#22916
551.802612,Positive,66.458532,71.458532, ,2,MH+1102.597948-Scan#22920
592.069946,Positive,66.548313,71.548313, ,4,MH+2365.257955-Scan#22954
434.885315,Positive,66.566026,71.566026, ,3,MH+1302.641392-Scan#22960
703.041931,Positive,66.588140,71.588140, ,3,MH+2107.111240-Scan#22966
636.381226,Positive,66.725546,71.725546, ,2,MH+1271.755175-Scan#23007
593.367981,Positive,66.788985,71.788985, ,2,MH+1185.728685-Scan#23023
1004.535645,Positive,66.816823,71.816823, ,3,MH+3011.592380-Scan#23030
557.836487,Positive,66.821453,71.821453, ,2,MH+1114.665697-Scan#23033
550.829834,Positive,66.829352,71.829352, ,2,MH+1100.652391-Scan#23035
537.822693,Positive,66.855614,71.855614, ,2,MH+1074.638109-Scan#23049
533.322449,Positive,66.857155,71.857155, ,2,MH+1065.637621-Scan#23050
1019.523132,Positive,66.869682,71.869682, ,2,MH+2038.038988-Scan#23055
648.873901,Positive,66.875876,71.875876, ,2,MH+1296.740526-Scan#23059
800.462402,Positive,66.991784,71.991784, ,2,MH+1599.917528-Scan#23089
660.866699,Positive,66.993361,71.993361, ,2,MH+1320.726122-Scan#23090
689.382263,Positive,67.037586,72.037586, ,2,MH+1377.757250-Scan#23099
553.798767,Positive,67.039111,72.039111, ,2,MH+1106.590258-Scan#23100
530.786194,Positive,67.094886,72.094886, ,2,MH+1060.565111-Scan#23112
599.355286,Positive,67.105851,72.105851, ,2,MH+1197.703295-Scan#23116
663.874023,Positive,67.126258,72.126258, ,2,MH+1326.740770-Scan#23122
720.864014,Positive,67.209054,72.209054, ,2,MH+1440.720751-Scan#23157
539.814697,Positive,67.223072,72.223072, ,2,MH+1078.622118-Scan#23163
793.928345,Positive,67.254694,72.254694, ,2,MH+1586.849413-Scan#23174
771.921936,Positive,67.302074,72.302074, ,2,MH+1542.836595-Scan#23194
836.932068,Positive,67.321789,72.321789, ,2,MH+1672.856859-Scan#23204
473.285767,Positive,67.332758,72.332758, ,3,MH+1417.842747-Scan#23208
604.313416,Positive,67.393513,72.393513, ,2,MH+1207.619554-Scan#23236
882.410767,Positive,67.395072,72.395072, ,2,MH+1763.814257-Scan#23237
485.313385,Positive,67.422913,72.422913, ,2,MH+969.619493-Scan#23252
659.870117,Positive,67.447782,72.447782, ,2,MH+1318.732958-Scan#23259
701.026245,Positive,67.471530,72.471530, ,3,MH+2101.064182-Scan#23272
812.460632,Positive,67.473105,72.473105, ,2,MH+1623.913988-Scan#23273
782.893188,Positive,67.519623,72.519623, ,2,MH+1564.779100-Scan#23297
703.883789,Positive,67.521165,72.521165, ,2,MH+1406.760301-Scan#23298
561.293640,Positive,67.529242,72.529242, ,2,MH+1121.580004-Scan#23301
804.945129,Positive,67.552754,72.552754, ,2,MH+1608.882982-Scan#23313
773.890442,Positive,67.554296,72.554296, ,2,MH+1546.773607-Scan#23314
510.248535,Positive,67.574602,72.574602, ,3,MH+1528.731052-Scan#23325
830.409912,Positive,67.596514,72.596514, ,2,MH+1659.812548-Scan#23336
775.953430,Positive,67.608196,72.608196, ,2,MH+1550.899584-Scan#23341
635.364441,Positive,67.612837,72.612837, ,2,MH+1269.721605-Scan#23344
521.321777,Positive,67.614362,72.614362, ,2,MH+1041.636278-Scan#23345
864.472534,Positive,67.630029,72.630029, ,2,MH+1727.937792-Scan#23352
663.860840,Positive,67.645642,72.645642, ,2,MH+1326.714403-Scan#23359
567.832764,Positive,67.650266,72.650266, ,2,MH+1134.658251-Scan#23362
752.415405,Positive,67.662575,72.662575, ,2,MH+1503.823534-Scan#23366
736.872620,Positive,67.664116,72.664116, ,2,MH+1472.737963-Scan#23367
693.853638,Positive,67.665658,72.665658, ,2,MH+1386.699999-Scan#23368
902.979248,Positive,67.720023,72.720023, ,2,MH+1804.951219-Scan#23391
543.322083,Positive,67.729268,72.729268, ,2,MH+1085.636888-Scan#23397
